name,state,city,address,lattitude,longitude,type
"Tata Power, Dharavi Colony",Maharashtra,Mumbai,"Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",19.03,72.85284,7.0
"Unique Automobiles, MIDC Shiroli",Maharashtra,Kolhapur,"S.No 592,H.No 4481 1st Stop MIDC Shiroli(P) Tal-Hatkanangale, Dist-Kolhapur-416122",16.75,74.279095,7.0
"Dhoot Motors, Adalat Road",Maharashtra,Aurangabad,"ABC Complex, Adalat Road, Aurangabad, Maharashtra 431005Second location for survey : Adalat Road, Next to High Court, Aurangabad, Maharashtra 431005",19.87,75.318613,7.0
"Nathani Heights, Mumbai Central",Maharashtra,Mumbai,"Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",18.96,72.8207138,7.0
"Amanora Mall Big Bazar Parking, Hadapsar",Maharashtra,Pune,"Crescent Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028",18.51,73.936184,7.0
"Amnora Sport Arena, Hadapsar",Maharashtra,Pune,"Amanora Township , Hadpasar , Pune 411028",18.51,73.94607248,7.0
"CSMT Station, Fort",Maharashtra,Mumbai,"Chhatrapati Shivaji Maharaj Terminus, Fort, Mumbai, Maharashtra 400001",18.94,72.8383287,7.0
"Mahanagar Gas Limited, Wadala",Maharashtra,Mumbai,"MGL Terminal, opposite Anik Depot, Wadala, Mumbai, Maharashtra 400022",19.04,72.8783829,7.0
"IOCL COCO, BKC",Maharashtra,Mumbai,"Bandra Kurla Complex, New Coco At, C-67, Bharat Nagar Rd, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",19.05,72.8647916,7.0
"Vivera Hotels & Resorts, Loc 1, Narketpally",Telangana,Suryapet,"NH 65, Narketpally, Telangana - 508254",17.21,79.166746,7.0
"Highway Hospitality, Rajugari Thota",Telangana,Suryapet,"NH 65, Rayangudem Village, Suryapet, Telangana-508213",17.15,79.5699188,7.0
"Zenith Chemical Works Pvt Ltd, Andheri East",Maharashtra,Mumbai,"Zenith Chemical Works Pvt Ltd. Plot No. B.6, Cross Road B, MIDC Marol, Andheri East residing at Mumbai-400093",19.11,72.8682563,7.0
"Panchjanya Motors, Bhosari",Maharashtra,Pune,"Wakad - Bhosari BRTS Road, Century Enka Colony, Bhosari, Pimpri-Chinchwad,Maharashtra 411039",18.61,73.84618,7.0
"Panchjanya Motors, Chinchwad",Maharashtra,Pune,"No 49, Block D2, MIDC Ador Power Station, Chinchwad, Ram Nagar, Chinchwad, Pune,Maharashtra 411039",18.64,73.798872,7.0
"Hotel Sai International Yelur, Sangali",Maharashtra,Yelur,"Pune Bangalore Highway (NH-4, Vasant Park Chougle Plot, Yelur, Maharashtra 415411",16.95,74.275721,7.0
"Sangam Hotel, Pune- Bangalore Road",Maharashtra,Karad,"NH 4, Pune-Bangalore Road, Near Kolhapur Naka, Karad, Maharashtra 415110",17.27,74.1802756,7.0
"Amrai Hotel & Resort , NH 4 Shendre",Maharashtra,Satara,"KG.NO 207/B, Plot No-1&2, Near National Highway No-4, Shendre, Satara, Maharashtra 415002",17.63,74.01209174,7.0
"AH Group, Hinjewadi Phase I",Maharashtra,Pune,"Aditya Infotech Park ,SBI Bank ,Phase I , Hinjewadi Pune 411057",18.58,73.7383657,7.0
"Jaika Motors, Civil Lines",Maharashtra,Nagpur,Jaika Motors Pvt Ltd.Post Box No.1 Commercial Road Civil Lines Nagpur 440001,21.15,79.078708,7.0
"IOCL Kini Causway, Bandra West",Maharashtra,Mumbai,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.05,72.838011,7.0
"IOCL Hundred Percent Filling & Service Station, Dwarka",Maharashtra,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.57,77.05962,7.0
"Vikarsh Nano technology, Dhangarwadi",Maharashtra,Satara,"Vikarsh Nano technology & Alloys pvt ltd, Gat No 273&274, Dhangarwadi village Tal- Khandala, Shirwal Dist- Satara 412801",18.11,73.98985,7.0
"Oberai Motors,  ISBT Rd",Uttarakhand,Dehradun,"Near, ISBT Chowk, Shimla Bypass Rd, Majra, Dehradun, Uttarakhand 248001",30.28,77.998788,7.0
"IOCL - COCO ALE 101, Mohabbatpur",Uttar Pradesh,Mainpuri,IndianOil Petrol pump at Km Stone 101.2 LHS Village Mohabbatpur Tehsil karhal Distt Mainpuri - 205268,26.96,79.019513,7.0
"IOCL - COCO WRD, Agarkar Nagar",Maharashtra,Pune,"Agarkar Nagar, Pune, Maharashtra 411001",18.52,73.8655123,7.0
"MIDAS Auto, Industrial Area ",Uttarakhand,Haridwar,"No E17 Old, Industrial Area, Haridwar, Uttarakhand 249401",29.94,78.144234,7.0
"Matsya Amazon Kitchens, Kurnool Rd",Andhra Pradesh,Kurnool,"NH 44; Bangalore - Hyderabad  highway, Kurnool Rd, Andhra Pradesh 518216",15.57,77.93704,7.0
"Uniworld City, New Town",West Bengal,Kolkata,"Uniworld City, Newtown, New Town, West Bengal 700156",22.56,88.492903,7.0
"Hotel Grand Leela Krishna, Bhimavaram",Andhra Pradesh,Bhimavaram,"Undi Rd, Balusumoodi, Bhimavaram, Andhra Pradesh 534202",16.54,81.5199403,7.0
"Jadhav Solar & Automotives, Badnera",Maharashtra,Amravati,"Jadhav Solar & Automotives Pvt.  Ltd., Jadhav E-Vehicles, Ground floor, Rangoli Pearl Hotel, Nawathe Square, Badnera Road, Amravati, MH- 444607",20.9,77.7522447,7.0
"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",Maharashtra,Butibori,"Bangalore - Salem - Madurai - Kanyakumari Road, Butibori, Maharashtra 441108",20.92,78.99986387,7.0
"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",19.97,73.68105,7.0
"RKL TML Showroom, Sec 9 GIDA",Uttar Pradesh,Gorakhpur,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",26.74,84.263369,7.0
"Datson Electronics, Gorhe",Maharashtra,Pune,"M/s. Datson Electronics pvt ltd Gat.No.30. Sinhagad Road , Gorhe Budruk .Tal- Haveli Next To Savali Resort , Off Sinhagad Road . Village Gorhe . Pune - 411025",18.42,73.754875,7.0
"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,"Manjri Bk, Pune, Maharashtra 412307",18.49,73.97893593,7.0
"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",17.92,73.65552014,7.0
"ARDEE MALL, Sec 52 Gurgaon",Delhi NCR,Gurgaon,"Ardee City Road, Sector 52, Gurgaon-122022",28.44,77.08082,7.0
"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",24.97,72.895964,7.0
"Hare Krishna Mahindra, Mulund West",Maharashtra,Mumbai,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",19.16,72.938751,7.0
"Brookfield, Powai",Maharashtra,Mumbai,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11,72.91086,7.0
"Brookfield, Powai",Maharashtra,Mumbai,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11,72.90968,7.0
"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",23.37,85.326113,7.0
"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",20.35,85.8903743,7.0
"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",19.99,73.743904,7.0
"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",19.99,73.783133,7.0
"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",19.91,75.232932,7.0
"Heritage Motors, Ghodbunder",Maharashtra,Thane,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",19.25,72.97145,7.0
"IOCL Karari Fuels, NH 44 Kishangarh",PUNJAB,Kisangarh,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",31.43,75.620357,7.0
"IOCL Royal Petro, NH 44",Haryana,Karnal,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",29.73,76.976511,7.0
"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411005",18.98,74.5760075,7.0
"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh",Madhya Pradesh,Indore,"Snehlataganj, Indore, Madhya Pradesh 452003",22.33,73.173794,7.0
"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh",Madhya Pradesh,Indore,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",22.68,75.8558249,7.0
"Chandrani Enterprises, Bogra",West Bengal,Bardhaman,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",23.66,87.057978,7.0
"TC Motors, Domjur",West Bengal,Howrah,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",22.61,88.273187,7.0
"Orange Auto, Erragadda",Telangana,Hyderabad,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",17.45,78.434575,7.0
"Orange Auto, Karkhana",Telangana,Hyderabad,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",17.45,78.5,7.0
"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014 ",23.66,86.073024,7.0
"IOCL COCO Palayamputhur, Palyampudur",Tamil Nadu,Palyampudur,"Dharmapuri Main Road, Palayampudur, Tamil Nadu 636807",12.02,78.0979115,7.0
"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,"5th Milestone, Nagar Road, Pune - 411014",18.56,73.922392,7.0
"IOCL - Ruchika Service Station, Mayur Vihar",Delhi NCR,Delhi,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",28.6,77.3354221,7.0
"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,"National Highway 8A, Changodar, Gujarat 382210",22.93,72.455668,7.0
"IOCL Om Petroleum, Kamod",Gujarat,Kamod,"Kamod, Gujarat 382427",22.92,72.5434955,7.0
"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",22.32,73.154986,7.0
Hotel Mamalla,West Bengal,Siliguri,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",26.72,88.373903,7.0
"Hotel Mamalla Heritage, Fisherman Colony",Tamil Nadu,Mahabalipuram,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",12.61,80.19400597,7.0
"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",18.49,73.8685639,7.0
"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway",Andhra Pradesh,Anantapuram,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",15.02,77.620628,7.0
"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",19.29,84.831762,7.0
"Shyam Automotive, AB Road",Madhya Pradesh,Indore,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",22.65,75.821321,7.0
"Aavas Hotels & Resorts, NH 16 Velampalli",Andhra Pradesh,Ongole,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",15.63,80.0167529,7.0
"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",21.2,81.3418606,7.0
"Pacific Mall, Netaji Subash Palace",Delhi NCR,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.69,77.1531325,7.0
"Tristar Auto Agencies, RK Beach Junction",Andhra Pradesh,Vizag,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",17.71,83.3184811,7.0
"Zostel, Dandeghar",Maharashtra,Panchgani,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",17.93,73.8158574,7.0
"Rama Automobiles, Patilwada",Maharashtra,Pune,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",18.99,73.94277954,7.0
"Hotel Temple View, Sai Nagar",Maharashtra,Shirdi,"Sai Murali Complex, Manmad Rd, opp. Sai Temple Nagar, Sai Nagar, Shirdi, Maharashtra 423109",19.76,74.4754592,7.0
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.17,72.8600172,7.0
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.17,72.8600172,7.0
"Daspalla Hotels, Suryabagh",Andhra Pradesh,Vizag,"Hotel Daspalla Visakhapatnam, 28-2-48, Suryabagh, Jagadamba Junction,A P 530020",17.71,83.3008275,7.0
"Hotel Greenland Towers, NH 6 & 16 ",West Bengal,Rupnarayanpur,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",22.38,87.365968,7.0
"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",20.23,85.756643,7.0
"TDI Business Centre, Mohali",PUNJAB,Mohali,"TDI Business Centre, Sector 118, TDI City, Mohali - 160055",30.73,76.6803752,7.0
"Shree Balaji Autowheels, Moradabad",Uttar Pradesh,Moradabad,"Ground Floor, Delhi Rd, opposite Circuit House, Majhola, Moradabad, Uttar Pradesh 244001",28.82,78.7328429,7.0
"IOCL - Tikri Gas, Delhi",Delhi NCR,Delhi,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",28.68,76.9849286,7.0
"Manickbag automobiles, Vidya Nagar",Karnataka,Hubli,"VIDYA NAGAR, DIST : Hubli, Karnataka 580031",15.36,75.119095,7.0
"Sonaee Veg Family Restaurant, Pune-Solapur Highway",Maharashtra,Uruli Kanchan,"National Highway 65 Yavat, Uruli Kanchan, Maharashtra 412202",18.48,74.146125,7.0
"IOCL - Hemkund, Pasonda",Uttar Pradesh,Ghaziabad,"Khasra No 1746/2,Village u00e2u0080u0093 Pasonda,Tehsil- Sadar,Dist u00e2u0080u0093 Ghaziabad-201005",28.67,77.341822,7.0
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92,73.69586565,7.0
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92,73.69586565,7.0
"Morya Transport Terminus, MIDC Bhosari",Maharashtra,Pune,Plot no BGP 109 Village MIDC Bhosari Taluka Haveli Pune 411026,18.62,73.8384375,7.0
"The Gateway Hotel, Ambad",Maharashtra,Nashik,"Ambad, Nashik, Maharashtra-422010",19.95,73.7591054,7.0
"AB Infra Limited, old MIDC",Maharashtra,Latur,"Plot No- F-54, old MIDC, Latur- 413531",18.41,76.5356299,7.0
"Click Hotel, Rane Nagar",Maharashtra,Nashik,"904, Mumbai - Agra National Hwy, opposite Orchid International, Rane Nagar, Nashik, Maharashtra 422009",19.96,73.7652956,7.0
"Click Hotel, Cidco",Maharashtra,Aurangabad,"Phulambri - Sillod Rd, Hudco, Yadav Nagar, N 11, Cidco, Aurangabad, Maharashtra 431003",19.91,75.348291,7.0
"Aurangabad Smart City, Himayat Bagh",Maharashtra,Aurangabad,"V8VH+HMJ, Himayat Bagh, Aurangabad, Maharashtra 431004",19.89,75.3280838,7.0
"Navagauri Tyres, MIDC",Maharashtra,Baramati,"MIDC Baramati Plot No. 237, near Hindustan Cattle feed Baramati- 413133",18.2,74.6085667,7.0
MH | Nashik | Nashik | Car mall,Maharashtra,Maharashtra,"CAR MALL, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010",19.95,73.7541,24.0
MH | Nashik | Nashik | Car mall,Maharashtra,Maharashtra,"CAR MALL, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010",19.95,73.7541,24.0
"Dion Automotives,Samantarpur",Odisha,Bhubaneswar,"Plot No 2175, 3766, Lewis Road, Samantarapur, Old Town, Bhubaneswar, Odisha 751002",20.22,85.840966,7.0
"GUGNANI AUTOCARS, Pratap Nagari",Odisha,Cuttack,"PLOT NO- 785, PRATAP NAGARI, CUTTACK. State: ODISHA, Pin: 753011",20.4,85.879782,7.0
"Gramps Auto, Bampada",Odisha,Balasore,"NH 16 (Old NH 5), Bampada, Balasore. State: ODISHA, Pin: 756056",21.49,86.88961,7.0
"Lankeswari Motors, NH 6 - Gopalpalli Chowk",Odisha,Sambalpur,"National Hwy, 06, Near Gopalpalli Chowk, Sambalpur, Odisha 768006",21.49,83.956558,7.0
"Lankeswari Motors, Hatpada",Odisha,Jeypore,"Plot No 576, 577 & 580 Hatpada, Jeypore, Odisha 764001",18.85,82.5899867,7.0
"Hotel Vivanta, Patrapada",Odisha,Bhubaneswar,"IDCO Plot No1/A,Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar -751019",20.24,86.758382,7.0
"DN Group Corporate Office, Nayapalli",Odisha,Bhubaneswar,"VIP-15, VIP Colony, IRC Village, Nayapalli, Bhubaneswar, Odisha 751015",20.29,85.8040445,7.0
"GUGNANI AUTOCARS, Mancheswar Industrial Estate",Odisha,Bhubaneswar,"PLOT NO.-S, 3/48, Block C, Sector A, Mancheswar Industrial Estate, Bhubaneswar, Odisha 751010",20.3,85.8528189,7.0
"GUGNANI TYRES, Nayapalli",Odisha,Bhubaneswar,"uco bank, 1294, CRP - DAV Rd, Nilakantha Nagar, Nayapalli, Bhubaneswar, Odisha 751012",20.28,85.8093251,7.0
"Trupti Automotives, NH 16 - Manguli Chowk",Odisha,Cuttack,"NH16, Manguli Chowk, Odisha 754025",20.52,85.949237,7.0
"Trupti Automotives, Mohammed Jamalpur",Odisha,Keonjhar,"Keonjhar - Ghatgaon - Panikoili Rd, Mohammed Jamalpur, Odisha 755015",20.91,86.2169827,7.0
"Trupti Automotives, Angul",Odisha,Angul,"NH 55, TELCO CHOWK, NUAHATA, Banarpal, Angul, Odisha 759128",20.83,85.2416603,7.0
"Trupti Automotives, NH 53 - Duburi",Odisha,Kalinganagar,"Duburi, Kalinga Nagar Tata Steel Area, Odisha- 755026",20.95,85.989753,7.0
"CSM Technologies, Khorda",Odisha,Bhubaneswar,"E/56, Infocity, Chandrasekharpur Industrial Area, Khorda, Bhubaneswar, Odisha-751024",20.33,85.80065,7.0
"CSM Technologies, Acharya Vihar",Odisha,Bhubaneswar,"OCAC(Odisha Computer Application Centre) Building, Plot No N-1/7-D, Acharya Vihar, Khorda, Bhubaneswar, Odisha-751013",20.29,85.8309336,7.0
"Samal Equip, Nuahata",Odisha,Angul,"Nuahata, Odisha 759128",20.83,85.2382584,7.0
"Ginger Hotel, Nayapalli",Odisha,Bhubaneswar,"Ginger Hotel Bhubaneshwar Opp. Nalco Headquarter,Jayadev Vihar, Nayapalli, Bhubaneshwar 751013",20.3,85.82,7.0
"IOCL - MC2, Industrial Area II",PUNJAB,Chandigarh,"Indian OIL - MC 2 , Industrial area Phase-II MC Site, CHANDIGARH TOZIRAKPUR ROAD AT INDUSTRIAL AREA, PHASE-II, CHANDIGARH (U.T.), Chandigarh, PIN: 160002",30.69,76.79662,7.0
"Holiday Villa, Poladpur Road",Maharashtra,Pune,"T-163, MIDC Bhosari, Pune, MIDC, Bhosari, Pimpri-Chinchwad, Piune-411026",18.62,73.8299842,7.0
"FPL Vehicles, Ariyankuppam",Puducherry,Puducherry,"No.1 Cuddalore, Puducherry ECR Main Road , Ariyankuppam , Puducherry-605007",11.89,79.8026819,7.0
MG MOHALI SECTOR 82,PUNJAB,MOHALI ,"MG MOHALI,PLOT NO 3,JANATA INDUSTRIAL ESTATE SECTOR 82,SAS NAGAR,MOHALI,PUNAB,PUNJAB,160082 MOHALI",30.66,76.731482,20.0
"Gitansh Motors, GT Road Jugiana",PUNJAB,Ludhiana,"GT Road Jugiana,adjoining indian oil petrol pump,ludhiana-141010",30.85,75.936632,7.0
"RSA Motors, Industrial Area II",PUNJAB,Chandigarh,"Plot No.40, Industrial Area, Phase II, chandigarh - 160002",30.69,76.7855313,7.0
"IOCL - COCO IT Park, Bhagwanpura",PUNJAB,Chandigarh,"IT HABITAT, Rajiv Gandhi Chandigarh Technology Park, Bhagwanpura, Chandigarh- 160101",30.73,76.836682,7.0
"IOCL - COCO 65, Sec -65",PUNJAB,Mohali,"631 A, Sector 65, Sahibzada Ajit Singh Nagar, Punjab-160062",30.67,76.746633,7.0
"Dada Motors, Heera Singh Nagar",PUNJAB,Ludhiana,"Heera Singh Nagar, Jalandhar Bye Pass, Ludhiana-141008",30.94,75.826643,7.0
"One Earth Avaas, Amritsar",Punjab,Amritsar,"One Earth Avaas, BBK DAV College,12 Lawrence Road, Dayanand Nagar, Amritsar, Punjab -143001",31.64,74.878269,7.0
"Shiv Shanker Motors, Hukumpet",Rajahmundry,Rajahmundry,"110-4-7, NH 16 Hukumpet, Aditya Nagar, Bommuru, Rajahmundry-533103",16.98,81.7980427,7.0
"GPS Automobiles, Tonk Road",Rajasthan,Jaipur,"Plot No. 2& 3/4, Choudhary Charan Singh Colony, Tonk Road, Jaipur, 302029",26.83,75.7951,7.0
"Chambal Motors, Madri Industrial Area",Rajasthan,Udaipur,"CP-6/CP-7, Madri Industrial Area - 313001",24.57,73.746285,7.0
"GPS Automobile, Parbatpura",Rajasthan,Ajmer,G.P.S. Automobiles pvt. Ltd. ; Jaipur Ajmer express highway near municipal trenching ground Parbatpura Ajmer- 305002,26.42,74.6819745,7.0
"Shree Shyam Motors, VKI Area",Rajasthan,Jaipur,"E(5) B, Road no 1C, VKI area, Jaipur - 302013",26.97,75.777332,7.0
"First Mobital, Tonk Road",Rajasthan,Jaipur,"G1-211, Sitapura Industrial Area, behind genpect Tonk Road, Jaipur - 302022",26.77,75.8392813,7.0
"Roshan Motors, Adarsh Nagar",Rajasthan,Jaipur,"No B, 7, Govind Marg, Saket Colony, Adarsh Nagar, Jaipur, Rajasthan 302004",26.9,75.8354512,7.0
"Chambal MotoCorp, Surajpole",Rajasthan,Udaipur,"Plot No 3 and, 4, Panchsheel Marg, Surajpole, Udaipur, Rajasthan 313001",24.58,73.696687,7.0
"Four Points By Sheraton, Tonk Road",Rajasthan,Jaipur,"No. 1, City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302016",26.86,75.7957703,7.0
"Yaksh The Art People, Delhi-Jaipur Highway",Rajasthan,Sayri,"Yaksh, The Art People, Delhi-Jaipur Highway, Syari, Rajasthan 303002",27.15,75.9603844,7.0
"Yash Motors, Subhash Nagar",Rajasthan,Bhilwara,"3, Ajmer Rd, Subhash Nagar, Bhilwara, Rajasthan 311001",25.38,74.61958377,7.0
"Yash Motors, Chittorgarh",Rajasthan,Chittorgarh,"Meera smiriti sansthan gram ochari, nimbahera Road, Ochari,  Chittorgarh, Rajasthan 312001",24.82,74.6272935,7.0
"Umaid Lake Resort, Kalakho ",Rajasthan,Dausa,"Karuna Enterprises kalakho (Umaid Lake Palaceu00c2u00a0 Village post Kalakho, NH 21 District Dausa, Rajasthan-303304",26.91,76.466964,7.0
"Rajshree Resort, Saladwas",Rajasthan,Jaipur,"KHASRA NO.131/1 AND 132/1, VILLAGE SALADWAS, CHANDWAJI, N.H.8 TEHSIL AMER, JAIPUR, Rajasthan - 303113",27.23,75.9485975,7.0
"Bravia Hotel, Vaishali Nagar",Rajasthan,Ajmer,"Bravia Hotel, Vaishali Nagar, near Urban Haat, Rajasthan 305004",26.48,74.6293164,7.0
"Dusk View Resort, near Bisalpur Dam",Rajasthan,Beesalpur,"Dusk View Resort Near Fishing Landing Center 1 km from Bisalpur Dam Towards Toda Rai Singh, Beesalpur, Rajasthan 304804",25.93,75.458672,7.0
"Hotel Shemron, Neemrana",Rajasthan,Shahjahanpur,"Hotel Shemron, NH-8 Shahjahanpur, Neemrana, Shahjahanpur, Rajasthan 301706",28.0,76.4639783,7.0
"Click Hotel, Raja Park",Rajasthan,Jaipur,"Udai Marg, Raja Park, Jaipur, Rajasthan 302007",26.89,75.8257073,7.0
"Roshan Motors, Shahpura",Rajasthan,Shahpura,"Roshan Motors, NH-8 Neelka, district, Shahpura, Rajasthan, Pin-303119",27.49,76.0530077,7.0
"Click Collection, Sindhi Camp",Rajasthan,Jaipur,"Plot No 1, 2, opposite Polovictory Cinema, Sindhi Camp, Jaipur, Rajasthan 302001",26.92,75.7975173,7.0
JhalamandGarh Jodhpur,Rajasthan,Jodhpur,"Post Office Jhalamand, Jodhpur, Rajasthan 342005",26.2,73.0650083,7.0
RnB Shanti Seva Niketan,Rajasthan,Salasar,"MDR2, Salasar , Rajasthan 332318",27.73,74.7426386,7.0
"Ginger Hotel, Civil Lines",Rajasthan,Jaipur,"Ginger Hotel Jaipur Geejgarh House, Civil Lines, Hawa Sadak, Jaipur 302006 Tel: 0141 4666 333",26.9,75.7850126,7.0
"Sp Motors, Madri",Rajasthan,Udaipur,"E-110 Main Bypass Road, Mewar Industrial Area, Madri, Udaipur-313003",24.57,73.72351,7.0
"Visvakarma Hotel, Jhunhunnu",Rajasthan,Sikar,"Visvakarma Hotel, NH 11 NH52, Near Ganpati Dham, Sargoth, Sargoth Via Reengus, Sikar Rajasthan 332404",27.34,75.6020031,7.0
"Rangeet Auto, Rumtek Road",Sikkim,Gangtok,"R.P. ALLEY COMPLEX, ADAMPOOL, RUMTEK ROAD, GANGTOK, EAST SIKKIM, SIKKIM, 737135",27.3,88.585965,7.0
GJ | Surat | Kamrej ,Gujarat,Surat,"Block number 552-553 IRB Compound opp Mansarovar Residency NH 8 Kamrej, Surat 394185",21.22,72.8733,24.0
ADYAR ANANDA BHAVAN,Tamil Nadu,ATTUR,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11.59,78.627219,11.0
SREE ANNAPOORNA HOTEL,Tamil Nadu,AVINASHI,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11.17,77.263374,11.0
